hogar_id,tipo_inmueble,metros_cuadrados,antiguedad_vivienda,zona_fria,calidad_aislamiento,fuente_calefaccion,fuente_agua_caliente,consumo_kwh,uso_horario_pico,horas_alto_consumo,cantidad_equipos,categoria
Hogar_0278,Departamento,236,24,No,Muy Alta,Solar,Solar,366.4,Si,21,93,Eficiente
Hogar_0279,Comercio,1621,53,No,Baja,Solar,Solar,726.6,Si,3,93,Moderado
Hogar_0280,Comercio,1989,72,Si,Alta,Solar,Electricidad,456.6,No,13,76,Moderado
Hogar_0281,Pyme,1426,119,Si,Baja,Otros,Otros,547.7,No,1,99,Moderado
Hogar_0282,Casa,1444,55,No,Media,Electricidad,Otros,543.7,Si,22,84,Moderado
Hogar_0283,Departamento,1499,64,Si,Media,Electricidad,Electricidad,975.9,No,11,81,Ineficiente
Hogar_0284,Casa,968,92,Si,Muy Baja,Electricidad,Electricidad,367.7,Si,9,76,Ineficiente
Hogar_0285,Departamento,1413,85,No,Muy Alta,Electricidad,Otros,208.5,Si,24,50,Moderado
Hogar_0286,Casa,1925,79,Si,Muy Baja,Solar,Solar,911.9,No,0,100,Moderado
Hogar_0287,Departamento,482,107,Si,Media,Solar,Electricidad,175.7,Si,18,74,Moderado
Hogar_0288,Departamento,750,117,No,Alta,Solar,Solar,834.6,Si,22,82,Moderado
Hogar_0289,Casa,1777,82,Si,Alta,Electricidad,Solar,151.1,No,15,30,Eficiente
Hogar_0290,Departamento,1275,146,Si,Baja,Otros,Electricidad,659.1,No,14,72,Moderado
Hogar_0291,Casa,1007,14,No,Media,Otros,Solar,151.4,Si,13,77,Eficiente
Hogar_0292,Casa,1180,130,No,Alta,Electricidad,Solar,923.2,No,8,95,Moderado
Hogar_0293,Comercio,613,138,Si,Baja,Electricidad,Solar,565.4,Si,20,70,Ineficiente
Hogar_0294,Departamento,501,29,No,Media,Otros,Otros,329.9,Si,22,54,Moderado
Hogar_0295,Casa,1847,56,Si,Baja,Otros,Electricidad,141.2,No,14,71,Moderado
Hogar_0296,Departamento,1011,145,No,Media,Electricidad,Solar,371.8,Si,6,85,Moderado
Hogar_0297,Comercio,1326,127,No,Muy Alta,Electricidad,Electricidad,705.3,Si,3,51,Ineficiente
Hogar_0298,Casa,181,47,No,Media,Otros,Electricidad,385.6,Si,20,28,Moderado
Hogar_0299,Departamento,1809,135,No,Media,Solar,Electricidad,246.8,No,17,64,Eficiente
Hogar_0300,Casa,1267,21,Si,Media,Electricidad,Electricidad,577.8,Si,7,85,Moderado
Hogar_0301,Casa,215,5,Si,Media,Solar,Electricidad,418.4,Si,11,21,Moderado
Hogar_0302,Departamento,1466,103,No,Muy Baja,Otros,Electricidad,166.6,Si,14,88,Moderado
Hogar_0303,Departamento,1006,35,Si,Baja,Otros,Electricidad,154.8,Si,14,27,Moderado
Hogar_0304,Departamento,1724,78,Si,Media,Solar,Solar,707.8,Si,16,27,Moderado
Hogar_0305,Comercio,1741,115,No,Media,Solar,Electricidad,974.7,Si,1,77,Ineficiente
Hogar_0306,Pyme,571,56,No,Media,Electricidad,Solar,233.9,No,11,50,Eficiente
Hogar_0307,Departamento,66,48,No,Baja,Otros,Electricidad,773.4,No,2,29,Moderado
Hogar_0308,Casa,332,81,Si,Media,Electricidad,Electricidad,88.5,No,6,39,Eficiente
Hogar_0309,Comercio,968,65,No,Baja,Otros,Electricidad,382.2,Si,5,57,Moderado
Hogar_0310,Casa,363,76,Si,Muy Alta,Electricidad,Electricidad,507.2,Si,13,92,Moderado
Hogar_0311,Departamento,1363,44,Si,Media,Otros,Solar,269.5,Si,22,37,Moderado
Hogar_0312,Casa,1124,78,No,Muy Baja,Electricidad,Electricidad,530.0,Si,4,93,Ineficiente
Hogar_0313,Casa,978,19,Si,Muy Baja,Solar,Otros,882.7,Si,3,64,Moderado
Hogar_0314,Pyme,304,122,Si,Muy Alta,Electricidad,Otros,944.5,No,14,48,Moderado
Hogar_0315,Comercio,1225,66,No,Baja,Solar,Electricidad,101.5,Si,6,22,Eficiente
Hogar_0316,Comercio,921,82,Si,Alta,Otros,Solar,272.6,Si,2,100,Moderado
Hogar_0317,Departamento,1711,2,Si,Muy Baja,Solar,Electricidad,979.2,Si,12,30,Ineficiente
Hogar_0318,Casa,298,63,Si,Muy Alta,Solar,Solar,271.1,Si,9,28,Eficiente
Hogar_0319,Casa,862,39,No,Alta,Electricidad,Solar,693.0,No,22,23,Moderado
Hogar_0320,Casa,645,58,No,Media,Otros,Electricidad,254.2,Si,1,97,Moderado
Hogar_0321,Departamento,1700,61,No,Muy Baja,Solar,Electricidad,357.0,No,11,4,Moderado
Hogar_0322,Comercio,887,131,No,Baja,Solar,Electricidad,192.1,Si,23,3,Moderado
Hogar_0323,Comercio,1832,59,No,Media,Solar,Electricidad,856.4,No,21,61,Moderado
Hogar_0324,Casa,1908,115,No,Media,Solar,Solar,882.8,Si,11,96,Moderado
Hogar_0325,Pyme,956,74,Si,Baja,Electricidad,Electricidad,297.6,No,18,4,Moderado
Hogar_0326,Comercio,314,121,Si,Muy Baja,Solar,Electricidad,823.8,Si,18,65,Ineficiente
Hogar_0327,Departamento,749,106,No,Media,Solar,Solar,358.9,Si,20,12,Moderado
Hogar_0328,Departamento,918,95,Si,Media,Otros,Solar,99.9,Si,2,13,Eficiente
Hogar_0329,Departamento,297,90,No,Baja,Otros,Electricidad,758.3,Si,5,34,Moderado
Hogar_0330,Casa,1979,129,No,Muy Baja,Electricidad,Solar,596.8,Si,1,59,Moderado
Hogar_0331,Departamento,1115,61,No,Muy Alta,Electricidad,Solar,275.1,No,23,93,Eficiente
Hogar_0332,Comercio,508,48,No,Media,Electricidad,Solar,253.7,Si,12,73,Moderado
Hogar_0333,Casa,961,136,No,Alta,Electricidad,Solar,975.6,Si,8,31,Moderado
Hogar_0334,Casa,273,91,Si,Media,Solar,Solar,862.6,No,12,71,Moderado
Hogar_0335,Casa,181,123,No,Muy Baja,Otros,Electricidad,810.0,Si,22,13,Ineficiente
Hogar_0336,Casa,1096,60,No,Baja,Electricidad,Solar,128.9,Si,13,54,Moderado
Hogar_0337,Pyme,1984,47,No,Baja,Solar,Otros,755.4,No,18,2,Moderado
Hogar_0338,Comercio,479,135,Si,Alta,Otros,Solar,215.3,No,10,33,Eficiente
Hogar_0339,Departamento,226,57,Si,Media,Otros,Electricidad,977.4,No,13,50,Moderado
Hogar_0340,Casa,1709,100,Si,Baja,Solar,Electricidad,53.0,No,15,7,Eficiente
Hogar_0341,Departamento,149,111,No,Muy Alta,Solar,Otros,352.8,Si,9,18,Eficiente
Hogar_0342,Departamento,26,61,No,Baja,Solar,Electricidad,429.2,No,19,51,Moderado
Hogar_0343,Casa,993,38,Si,Muy Alta,Electricidad,Electricidad,824.4,Si,15,8,Moderado
Hogar_0344,Departamento,1808,57,No,Muy Alta,Electricidad,Electricidad,766.5,Si,1,55,Moderado
Hogar_0345,Departamento,880,98,Si,Baja,Electricidad,Otros,375.6,No,24,76,Moderado
Hogar_0346,Departamento,665,43,No,Baja,Electricidad,Electricidad,566.0,Si,15,43,Moderado
Hogar_0347,Departamento,216,28,No,Media,Otros,Electricidad,835.8,Si,13,59,Moderado
Hogar_0348,Casa,1628,58,Si,Media,Solar,Solar,19.2,Si,20,30,Eficiente
Hogar_0349,Departamento,541,70,No,Media,Electricidad,Electricidad,802.4,Si,17,59,Ineficiente
Hogar_0350,Departamento,467,91,No,Muy Alta,Solar,Otros,946.9,Si,5,9,Moderado
Hogar_0351,Departamento,1970,8,No,Alta,Electricidad,Solar,33.0,Si,6,92,Moderado
Hogar_0352,Pyme,1864,126,No,Baja,Solar,Solar,46.5,Si,12,68,Moderado
Hogar_0353,Comercio,1855,133,No,Muy Baja,Otros,Otros,345.2,Si,1,39,Moderado
Hogar_0354,Casa,168,144,Si,Media,Electricidad,Otros,88.7,Si,14,81,Moderado
Hogar_0355,Casa,1240,143,No,Baja,Electricidad,Electricidad,479.8,Si,16,11,Moderado
Hogar_0356,Departamento,558,130,No,Alta,Solar,Electricidad,729.0,No,12,2,Moderado
Hogar_0357,Casa,252,20,No,Baja,Solar,Otros,567.3,Si,6,23,Eficiente
Hogar_0358,Departamento,1362,63,Si,Baja,Electricidad,Electricidad,197.2,No,0,63,Moderado
Hogar_0359,Pyme,1678,89,Si,Muy Baja,Solar,Otros,655.2,Si,2,22,Moderado
Hogar_0360,Departamento,974,35,Si,Alta,Solar,Otros,685.2,Si,19,61,Moderado
Hogar_0361,Departamento,1351,61,Si,Muy Baja,Electricidad,Electricidad,932.5,Si,17,26,Ineficiente
Hogar_0362,Departamento,1703,75,Si,Alta,Electricidad,Otros,147.7,Si,6,12,Moderado
Hogar_0363,Departamento,485,12,No,Media,Electricidad,Electricidad,692.6,Si,20,32,Ineficiente
Hogar_0364,Departamento,1450,10,Si,Alta,Otros,Solar,911.5,Si,16,9,Moderado
Hogar_0365,Pyme,576,53,Si,Media,Otros,Electricidad,502.1,Si,11,69,Ineficiente
Hogar_0366,Departamento,418,15,No,Muy Baja,Otros,Otros,362.4,Si,15,90,Moderado
Hogar_0367,Pyme,1916,7,Si,Alta,Solar,Solar,171.6,No,23,71,Eficiente
Hogar_0368,Pyme,1813,103,Si,Muy Baja,Solar,Solar,866.9,No,9,93,Ineficiente
Hogar_0369,Casa,870,58,Si,Media,Solar,Otros,394.9,Si,22,33,Moderado
Hogar_0370,Casa,1256,56,Si,Baja,Otros,Solar,925.0,No,15,24,Moderado
Hogar_0371,Casa,235,39,No,Alta,Electricidad,Electricidad,847.9,No,19,89,Moderado
Hogar_0372,Casa,1164,129,Si,Muy Alta,Solar,Otros,377.3,Si,17,95,Moderado
Hogar_0373,Casa,1786,93,No,Media,Solar,Solar,574.3,No,14,93,Eficiente
Hogar_0374,Comercio,671,137,No,Media,Solar,Otros,28.1,No,22,69,Eficiente
Hogar_0375,Casa,1300,43,No,Alta,Electricidad,Otros,264.0,Si,10,38,Moderado
Hogar_0376,Casa,244,138,No,Muy Baja,Solar,Electricidad,710.6,No,17,11,Moderado
Hogar_0377,Comercio,432,79,No,Muy Alta,Solar,Electricidad,678.2,No,5,32,Eficiente
Hogar_0378,Casa,1492,80,No,Baja,Solar,Electricidad,354.0,Si,0,64,Moderado
Hogar_0379,Comercio,1652,1,Si,Muy Alta,Solar,Solar,808.8,Si,22,72,Moderado
Hogar_0380,Casa,1403,139,Si,Alta,Electricidad,Electricidad,236.6,No,6,20,Eficiente
Hogar_0381,Casa,913,114,No,Alta,Otros,Solar,461.8,No,11,34,Eficiente
Hogar_0382,Comercio,583,89,Si,Media,Solar,Electricidad,473.1,Si,19,42,Moderado
Hogar_0383,Departamento,575,22,Si,Media,Solar,Electricidad,341.5,Si,3,8,Moderado
Hogar_0384,Pyme,167,145,No,Media,Electricidad,Electricidad,954.7,No,9,66,Moderado
Hogar_0385,Comercio,637,61,No,Muy Baja,Electricidad,Electricidad,697.0,Si,20,21,Ineficiente
Hogar_0386,Comercio,526,112,Si,Media,Solar,Solar,539.7,No,1,79,Eficiente
Hogar_0387,Casa,865,127,No,Media,Electricidad,Electricidad,511.0,Si,8,70,Moderado
Hogar_0388,Casa,727,61,Si,Muy Alta,Solar,Electricidad,160.1,Si,9,5,Eficiente
Hogar_0389,Comercio,1596,37,No,Media,Electricidad,Electricidad,372.8,Si,19,67,Ineficiente
Hogar_0390,Comercio,1708,60,Si,Muy Baja,Otros,Solar,673.1,Si,10,43,Ineficiente
Hogar_0391,Pyme,1591,128,Si,Baja,Solar,Otros,924.6,Si,24,16,Ineficiente
Hogar_0392,Departamento,1895,148,No,Media,Electricidad,Electricidad,816.6,Si,13,99,Ineficiente
Hogar_0393,Departamento,1556,121,No,Baja,Solar,Solar,301.1,No,2,73,Eficiente
Hogar_0394,Comercio,621,109,No,Baja,Otros,Electricidad,434.5,Si,24,35,Moderado
Hogar_0395,Casa,1930,12,No,Alta,Solar,Electricidad,83.8,No,0,83,Eficiente
Hogar_0396,Pyme,306,99,Si,Media,Electricidad,Solar,103.1,Si,6,43,Moderado
Hogar_0397,Pyme,449,134,No,Media,Solar,Electricidad,470.8,Si,3,98,Moderado
Hogar_0398,Departamento,881,21,Si,Baja,Electricidad,Solar,530.7,Si,6,39,Moderado
Hogar_0399,Comercio,295,73,Si,Alta,Electricidad,Electricidad,264.8,Si,15,10,Moderado
Hogar_0400,Comercio,179,131,Si,Baja,Electricidad,Otros,643.1,No,9,74,Moderado
Hogar_0401,Casa,639,22,No,Alta,Solar,Electricidad,703.7,No,14,20,Eficiente
Hogar_0402,Pyme,1776,118,No,Muy Baja,Electricidad,Solar,299.8,Si,15,1,Moderado
Hogar_0403,Departamento,687,69,No,Alta,Otros,Otros,758.7,No,5,6,Moderado
Hogar_0404,Comercio,1993,83,No,Media,Electricidad,Electricidad,206.4,Si,3,53,Moderado
Hogar_0405,Casa,108,100,Si,Media,Electricidad,Solar,544.7,Si,3,46,Moderado
Hogar_0406,Pyme,1671,83,No,Media,Solar,Electricidad,804.5,Si,23,66,Ineficiente
Hogar_0407,Departamento,972,27,No,Media,Electricidad,Solar,537.5,No,22,38,Moderado
Hogar_0408,Casa,924,135,Si,Baja,Solar,Electricidad,908.1,Si,3,33,Moderado
Hogar_0409,Pyme,1475,0,No,Alta,Electricidad,Electricidad,59.4,No,21,67,Moderado
Hogar_0410,Casa,1324,62,Si,Baja,Electricidad,Solar,588.7,Si,21,100,Moderado
Hogar_0411,Casa,1762,21,No,Muy Alta,Electricidad,Electricidad,562.2,Si,16,77,Moderado
Hogar_0412,Pyme,309,69,No,Alta,Electricidad,Solar,660.7,No,12,35,Moderado
Hogar_0413,Pyme,1005,124,No,Baja,Electricidad,Electricidad,833.6,Si,1,79,Ineficiente
Hogar_0414,Departamento,198,148,Si,Alta,Solar,Electricidad,726.1,No,19,45,Moderado
Hogar_0415,Departamento,1376,95,Si,Media,Solar,Solar,790.5,No,5,22,Moderado
Hogar_0416,Departamento,1767,78,Si,Muy Baja,Solar,Solar,289.5,No,21,68,Moderado
Hogar_0417,Casa,1112,4,Si,Muy Alta,Solar,Electricidad,388.1,Si,0,17,Eficiente
Hogar_0418,Casa,1122,59,Si,Media,Solar,Electricidad,627.2,Si,7,5,Moderado
Hogar_0419,Comercio,788,119,No,Media,Otros,Electricidad,553.9,No,17,85,Moderado
Hogar_0420,Comercio,1685,45,No,Media,Electricidad,Electricidad,961.1,Si,20,57,Ineficiente
Hogar_0421,Comercio,1424,133,No,Baja,Electricidad,Electricidad,187.6,Si,3,88,Moderado
Hogar_0422,Comercio,658,55,No,Muy Alta,Electricidad,Electricidad,351.9,Si,4,95,Moderado
Hogar_0423,Casa,1557,109,Si,Baja,Electricidad,Solar,573.2,Si,4,40,Moderado
Hogar_0424,Departamento,812,103,No,Baja,Electricidad,Solar,868.1,Si,14,30,Moderado
Hogar_0425,Casa,968,76,Si,Media,Solar,Electricidad,929.4,Si,9,42,Ineficiente
Hogar_0426,Departamento,1037,145,No,Media,Solar,Electricidad,336.7,Si,7,7,Moderado
Hogar_0427,Departamento,423,1,No,Media,Otros,Electricidad,68.0,Si,6,71,Moderado
Hogar_0428,Pyme,1169,7,No,Baja,Electricidad,Solar,422.2,Si,11,91,Moderado
Hogar_0429,Departamento,959,74,Si,Baja,Electricidad,Otros,394.9,No,24,88,Moderado
Hogar_0430,Casa,1486,124,No,Baja,Otros,Solar,986.5,No,10,19,Moderado
Hogar_0431,Casa,1878,37,No,Muy Alta,Otros,Solar,431.6,Si,12,41,Moderado
Hogar_0432,Comercio,701,26,Si,Muy Baja,Solar,Otros,306.4,Si,14,34,Moderado
Hogar_0433,Departamento,961,19,No,Alta,Solar,Electricidad,366.0,Si,16,22,Moderado
Hogar_0434,Casa,490,139,No,Alta,Otros,Electricidad,397.5,Si,21,52,Moderado
Hogar_0435,Casa,311,42,No,Alta,Solar,Solar,821.7,No,21,91,Moderado
Hogar_0436,Comercio,290,30,Si,Muy Alta,Electricidad,Electricidad,81.9,No,17,6,Eficiente
Hogar_0437,Casa,345,90,Si,Baja,Otros,Solar,317.2,No,7,74,Eficiente
Hogar_0438,Comercio,698,60,Si,Baja,Solar,Solar,966.4,Si,5,95,Moderado
Hogar_0439,Comercio,1425,108,Si,Media,Electricidad,Solar,153.9,Si,10,25,Moderado
Hogar_0440,Casa,845,90,Si,Baja,Solar,Electricidad,742.9,No,8,66,Moderado
Hogar_0441,Casa,114,94,Si,Alta,Electricidad,Solar,357.0,Si,4,10,Moderado
Hogar_0442,Pyme,1703,142,No,Media,Otros,Solar,582.2,Si,6,74,Moderado
Hogar_0443,Departamento,1252,143,No,Alta,Electricidad,Otros,100.4,Si,21,26,Moderado
Hogar_0444,Departamento,846,12,Si,Muy Baja,Otros,Solar,307.1,Si,14,5,Moderado
Hogar_0445,Comercio,1788,112,Si,Muy Alta,Solar,Otros,501.4,Si,20,86,Moderado
Hogar_0446,Pyme,1026,34,No,Baja,Electricidad,Electricidad,232.5,Si,21,68,Moderado
Hogar_0447,Pyme,359,148,Si,Media,Electricidad,Electricidad,542.3,No,3,98,Moderado
Hogar_0448,Comercio,247,47,No,Media,Solar,Electricidad,220.5,No,18,71,Eficiente
Hogar_0449,Departamento,66,34,No,Alta,Otros,Electricidad,650.5,Si,12,50,Moderado
Hogar_0450,Casa,1757,85,No,Media,Electricidad,Otros,904.4,Si,0,17,Moderado
Hogar_0451,Comercio,93,113,No,Muy Alta,Electricidad,Otros,86.4,Si,0,11,Eficiente
Hogar_0452,Departamento,1013,99,No,Muy Alta,Solar,Electricidad,217.4,No,21,53,Eficiente
Hogar_0453,Departamento,1825,98,No,Alta,Solar,Electricidad,844.6,Si,13,50,Moderado
Hogar_0454,Pyme,539,2,Si,Muy Baja,Electricidad,Electricidad,631.9,No,8,8,Moderado
Hogar_0455,Casa,1922,84,No,Alta,Solar,Otros,79.6,Si,23,92,Moderado
Hogar_0456,Departamento,1686,124,No,Alta,Solar,Electricidad,486.9,No,11,97,Moderado
Hogar_0457,Casa,1671,137,Si,Muy Baja,Electricidad,Electricidad,210.5,Si,17,62,Ineficiente
Hogar_0458,Departamento,1647,82,Si,Muy Baja,Solar,Electricidad,199.9,Si,8,89,Moderado
Hogar_0459,Casa,1986,24,Si,Muy Baja,Electricidad,Electricidad,940.7,Si,7,85,Ineficiente
Hogar_0460,Casa,1681,67,No,Muy Baja,Solar,Otros,761.8,Si,13,76,Ineficiente
Hogar_0461,Casa,1176,60,Si,Media,Solar,Electricidad,696.5,No,8,90,Moderado
Hogar_0462,Departamento,1304,28,Si,Muy Alta,Solar,Electricidad,239.7,No,19,29,Eficiente
Hogar_0463,Comercio,720,126,Si,Media,Electricidad,Electricidad,119.5,Si,24,99,Ineficiente
Hogar_0464,Departamento,1065,18,No,Media,Electricidad,Solar,871.0,No,1,44,Moderado
Hogar_0465,Pyme,502,73,Si,Muy Alta,Otros,Solar,6.9,Si,0,45,Eficiente
Hogar_0466,Departamento,1111,60,No,Baja,Solar,Electricidad,388.7,No,12,29,Moderado
Hogar_0467,Casa,906,19,No,Alta,Solar,Electricidad,278.3,Si,24,88,Moderado
Hogar_0468,Pyme,457,47,No,Media,Solar,Otros,570.8,No,9,59,Eficiente
Hogar_0469,Casa,1719,86,No,Media,Electricidad,Electricidad,251.3,Si,7,15,Moderado
Hogar_0470,Pyme,293,138,Si,Baja,Electricidad,Solar,311.9,Si,6,70,Moderado
Hogar_0471,Casa,1084,109,Si,Media,Electricidad,Electricidad,850.2,Si,23,96,Ineficiente
Hogar_0472,Pyme,804,27,No,Muy Baja,Electricidad,Electricidad,603.6,Si,11,44,Ineficiente
Hogar_0473,Casa,1625,58,Si,Alta,Solar,Solar,146.5,Si,16,98,Eficiente
Hogar_0474,Pyme,519,132,Si,Baja,Electricidad,Otros,726.7,Si,24,36,Ineficiente
Hogar_0475,Departamento,1611,50,No,Muy Alta,Electricidad,Solar,208.3,No,11,84,Eficiente
Hogar_0476,Pyme,1518,148,Si,Media,Solar,Electricidad,433.6,No,15,57,Moderado
Hogar_0477,Casa,1816,11,No,Baja,Electricidad,Solar,647.0,No,9,64,Moderado
Hogar_0478,Departamento,686,49,Si,Media,Solar,Solar,272.7,No,24,76,Eficiente
Hogar_0479,Pyme,1374,131,No,Baja,Electricidad,Solar,384.7,No,11,99,Moderado
Hogar_0480,Departamento,1353,112,No,Alta,Electricidad,Solar,734.4,No,10,38,Moderado
Hogar_0481,Departamento,1325,13,No,Muy Alta,Electricidad,Electricidad,938.0,No,24,17,Moderado
Hogar_0482,Comercio,1918,31,Si,Alta,Electricidad,Solar,529.7,Si,13,27,Moderado
Hogar_0483,Departamento,1733,138,No,Muy Baja,Otros,Solar,11.0,No,21,17,Eficiente
Hogar_0484,Departamento,1978,145,No,Media,Solar,Electricidad,339.1,No,19,63,Moderado
Hogar_0485,Departamento,1038,54,No,Media,Electricidad,Solar,399.2,No,12,11,Eficiente
Hogar_0486,Pyme,1250,119,Si,Alta,Electricidad,Electricidad,339.8,Si,1,64,Ineficiente
Hogar_0487,Casa,1494,74,No,Muy Baja,Electricidad,Electricidad,436.8,Si,19,39,Ineficiente
Hogar_0488,Casa,1954,20,No,Media,Electricidad,Otros,633.0,No,6,2,Eficiente
Hogar_0489,Pyme,1373,132,No,Media,Electricidad,Electricidad,122.0,No,0,66,Moderado
Hogar_0490,Pyme,1084,86,No,Baja,Solar,Electricidad,273.4,Si,24,54,Moderado
Hogar_0491,Departamento,1002,58,Si,Baja,Otros,Solar,508.1,Si,2,29,Moderado
Hogar_0492,Departamento,507,88,No,Media,Electricidad,Otros,316.3,Si,19,45,Moderado
Hogar_0493,Casa,753,149,No,Alta,Solar,Otros,991.1,Si,11,88,Moderado
Hogar_0494,Casa,505,82,No,Muy Alta,Otros,Solar,432.0,Si,4,88,Eficiente
Hogar_0495,Departamento,1114,64,No,Media,Electricidad,Electricidad,869.9,No,11,80,Ineficiente
Hogar_0496,Departamento,1057,63,No,Media,Otros,Otros,896.6,No,2,31,Moderado
Hogar_0497,Departamento,1350,70,No,Baja,Solar,Solar,836.2,No,19,49,Moderado
Hogar_0498,Casa,368,3,Si,Muy Alta,Electricidad,Electricidad,47.9,Si,4,9,Eficiente
Hogar_0499,Pyme,1480,142,Si,Muy Alta,Otros,Otros,947.8,No,0,27,Moderado
Hogar_0500,Pyme,1473,103,No,Muy Alta,Electricidad,Electricidad,129.6,Si,15,56,Moderado
Hogar_0501,Comercio,357,149,No,Alta,Electricidad,Electricidad,35.4,Si,8,78,Moderado
Hogar_0502,Departamento,463,92,Si,Baja,Solar,Otros,415.0,Si,9,45,Moderado
Hogar_0503,Casa,1637,141,Si,Alta,Electricidad,Solar,195.4,No,9,89,Moderado
Hogar_0504,Comercio,199,147,Si,Media,Electricidad,Electricidad,185.0,No,12,43,Moderado
Hogar_0505,Comercio,584,111,No,Baja,Electricidad,Electricidad,288.5,No,15,22,Moderado
Hogar_0506,Casa,552,118,Si,Alta,Solar,Solar,249.2,Si,19,99,Eficiente
Hogar_0507,Pyme,1922,58,No,Muy Baja,Solar,Electricidad,685.1,Si,24,33,Ineficiente
Hogar_0508,Comercio,684,42,No,Muy Baja,Solar,Electricidad,187.6,Si,3,27,Moderado
Hogar_0509,Pyme,51,11,No,Media,Otros,Solar,543.6,No,13,40,Eficiente
Hogar_0510,Comercio,845,39,No,Media,Electricidad,Otros,986.4,No,16,26,Moderado
Hogar_0511,Departamento,630,117,No,Muy Alta,Electricidad,Solar,433.0,Si,4,83,Moderado
Hogar_0512,Departamento,431,19,Si,Baja,Solar,Solar,642.2,Si,12,45,Moderado
Hogar_0513,Pyme,257,130,No,Baja,Solar,Solar,969.4,No,24,45,Moderado
Hogar_0514,Pyme,558,89,No,Baja,Electricidad,Solar,138.5,No,2,26,Eficiente
Hogar_0515,Casa,1868,93,No,Muy Baja,Electricidad,Electricidad,419.2,Si,4,70,Ineficiente
Hogar_0516,Casa,1599,12,Si,Muy Baja,Otros,Otros,850.3,No,15,67,Moderado
Hogar_0517,Departamento,1837,65,Si,Media,Otros,Electricidad,932.4,No,18,6,Moderado
Hogar_0518,Comercio,530,36,Si,Media,Solar,Electricidad,601.6,Si,18,28,Moderado
Hogar_0519,Pyme,1718,65,Si,Alta,Electricidad,Electricidad,144.3,Si,16,67,Moderado
Hogar_0520,Casa,204,35,No,Muy Alta,Otros,Solar,901.6,Si,17,13,Moderado
Hogar_0521,Departamento,157,25,Si,Media,Otros,Electricidad,175.3,Si,17,63,Moderado
Hogar_0522,Departamento,1872,74,No,Muy Baja,Solar,Electricidad,353.5,No,24,13,Moderado
Hogar_0523,Pyme,1504,107,Si,Muy Baja,Otros,Solar,376.1,Si,22,77,Ineficiente
Hogar_0524,Comercio,373,42,Si,Muy Alta,Otros,Otros,447.8,Si,7,1,Moderado
Hogar_0525,Comercio,565,149,No,Media,Otros,Solar,790.4,Si,17,40,Moderado
Hogar_0526,Departamento,797,147,Si,Alta,Otros,Electricidad,802.3,Si,8,37,Ineficiente
Hogar_0527,Departamento,1455,7,Si,Alta,Solar,Electricidad,719.9,No,18,31,Moderado
Hogar_0528,Casa,101,28,No,Muy Alta,Solar,Solar,23.1,Si,9,17,Eficiente
Hogar_0529,Casa,1990,39,No,Muy Alta,Solar,Electricidad,565.3,Si,1,9,Eficiente
Hogar_0530,Pyme,604,127,Si,Media,Solar,Solar,747.7,No,16,64,Moderado
Hogar_0531,Comercio,879,83,No,Baja,Solar,Electricidad,445.2,Si,24,57,Moderado
Hogar_0532,Pyme,1541,115,No,Muy Alta,Otros,Otros,945.0,No,23,13,Moderado
Hogar_0533,Pyme,219,143,No,Media,Solar,Solar,824.0,Si,12,37,Moderado
Hogar_0534,Departamento,1211,61,Si,Muy Baja,Solar,Electricidad,638.5,No,10,14,Moderado
Hogar_0535,Comercio,372,6,Si,Media,Electricidad,Otros,63.4,No,15,75,Moderado
Hogar_0536,Pyme,976,44,Si,Media,Solar,Electricidad,652.7,Si,19,25,Moderado
Hogar_0537,Comercio,1410,87,Si,Muy Alta,Solar,Electricidad,911.7,No,6,95,Moderado
Hogar_0538,Casa,1818,72,No,Media,Electricidad,Otros,380.1,Si,2,78,Moderado
Hogar_0539,Departamento,1633,36,No,Baja,Solar,Electricidad,838.3,No,15,57,Moderado
Hogar_0540,Casa,1136,118,No,Muy Alta,Electricidad,Electricidad,313.8,Si,18,71,Moderado
Hogar_0541,Pyme,1983,56,Si,Alta,Electricidad,Electricidad,570.5,No,19,88,Ineficiente
Hogar_0542,Departamento,1311,7,No,Media,Solar,Electricidad,648.8,Si,15,100,Moderado
Hogar_0543,Casa,239,94,Si,Baja,Electricidad,Electricidad,678.3,No,1,42,Moderado
Hogar_0544,Comercio,1714,116,No,Media,Electricidad,Solar,882.7,No,13,42,Moderado
Hogar_0545,Departamento,1771,109,No,Media,Electricidad,Solar,235.4,No,19,47,Eficiente
Hogar_0546,Departamento,1962,19,No,Muy Baja,Electricidad,Electricidad,263.1,Si,9,44,Moderado
Hogar_0547,Casa,598,123,No,Baja,Solar,Electricidad,704.3,Si,18,41,Ineficiente
Hogar_0548,Comercio,805,52,Si,Alta,Solar,Otros,178.0,Si,23,3,Moderado
Hogar_0549,Departamento,287,118,No,Media,Otros,Otros,464.8,Si,10,90,Moderado
Hogar_0550,Comercio,755,11,No,Media,Electricidad,Solar,21.0,Si,17,90,Moderado
Hogar_0551,Departamento,308,16,No,Baja,Electricidad,Otros,141.8,Si,10,1,Moderado
Hogar_0552,Pyme,1697,63,No,Media,Electricidad,Solar,679.2,Si,8,79,Ineficiente
Hogar_0553,Departamento,1516,41,No,Alta,Solar,Electricidad,747.7,Si,18,11,Moderado
Hogar_0554,Departamento,1429,93,Si,Baja,Solar,Electricidad,116.2,Si,19,7,Moderado
